title,poster_url,genres
Far from Men,Far from Men.jpg,"['Drama', 'War']"
Thank You for Smoking,Thank You for Smoking.jpg,"['Comedy', 'Drama']"
Hostel: Part II,Hostel: Part II.jpg,['Horror']
An Education,An Education.jpg,['Drama']
Shopgirl,Shopgirl.jpg,"['Drama', 'Romance']"
The Hotel New Hampshire,The Hotel New Hampshire.jpg,"['Comedy', 'Drama']"
Narc,Narc.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Men with Brooms,Men with Brooms.jpg,"['Comedy', 'Drama', 'Romance', 'Sport']"
Witless Protection,Witless Protection.jpg,"['Comedy', 'Crime']"
The Work and the Glory,The Work and the Glory.jpg,"['Romance', 'Drama']"
Extract,Extract.jpg,"['Comedy', 'Crime', 'Romance']"
Masked and Anonymous,Masked and Anonymous.jpg,"['Comedy', 'Drama', 'Music']"
Alias Betty,Alias Betty.jpg,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']"
Code 46,Code 46.jpg,"['Drama', 'Romance', 'Sci-Fi', 'Thriller']"
Outside Bet,Outside Bet.jpg,['Comedy']
Albert Nobbs,Albert Nobbs.jpg,"['Drama', 'Romance']"
Black November,Black November.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
Ta Ra Rum Pum,Ta Ra Rum Pum.jpg,"['Comedy', 'Drama', 'Family', 'Romance', 'Sport']"
Persepolis,Persepolis.jpg,"['Animation', 'Biography', 'Drama', 'History', 'War']"
The Hole,The Hole.jpg,"['Fantasy', 'Thriller']"
The Wave,The Wave.jpg,"['Drama', 'Thriller']"
The Neon Demon,The Neon Demon.jpg,"['Horror', 'Thriller']"
Harry Brown,Harry Brown.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
The Omega Code,The Omega Code.jpg,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']"
Juno,Juno.jpg,"['Comedy', 'Drama']"
Pound of Flesh,Pound of Flesh.jpg,"['Action', 'Thriller']"
Diamonds Are Forever,Diamonds Are Forever.jpg,"['Action', 'Adventure', 'Thriller']"
The Godfather,The Godfather.jpg,"['Crime', 'Drama']"
Flashdance,Flashdance.jpg,"['Drama', 'Music', 'Romance']"
500 Days of Summer,500 Days of Summer.jpg,"['Comedy', 'Drama', 'Romance']"
The Piano,The Piano.jpg,"['Drama', 'Music', 'Romance']"
Magic Mike,Magic Mike.jpg,"['Comedy', 'Drama', 'Music']"
Darkness Falls,Darkness Falls.jpg,"['Fantasy', 'Horror', 'Mystery', 'Thriller']"
Live and Let Die,Live and Let Die.jpg,"['Action', 'Adventure', 'Thriller']"
My Dog Skip,My Dog Skip.jpg,"['Comedy', 'Drama', 'Family']"
"Definitely, Maybe","Definitely, Maybe.jpg","['Comedy', 'Drama', 'Romance']"
Jumping the Broom,Jumping the Broom.jpg,"['Comedy', 'Drama']"
"Good Night, and Good Luck.","Good Night, and Good Luck..jpg","['Biography', 'Drama', 'History']"
Capote,Capote.jpg,"['Biography', 'Crime', 'Drama', 'History']"
Desperado,Desperado.jpg,"['Action', 'Crime', 'Drama', 'Thriller', 'Western']"
Fargo,Fargo.jpg,"['Crime', 'Drama', 'Thriller']"
Logan's Run,Logan's Run.jpg,"['Action', 'Adventure', 'Sci-Fi']"
The Man with the Golden Gun,The Man with the Golden Gun.jpg,"['Action', 'Adventure', 'Thriller']"
Action Jackson,Action Jackson.jpg,"['Action', 'Comedy', 'Crime', 'Thriller']"
The Descent,The Descent.jpg,"['Adventure', 'Horror', 'Thriller']"
Michael Jordan to the Max,Michael Jordan to the Max.jpg,"['Documentary', 'Sport']"
Devil's Due,Devil's Due.jpg,"['Horror', 'Mystery']"
Flirting with Disaster,Flirting with Disaster.jpg,['Comedy']
The Devil's Rejects,The Devil's Rejects.jpg,"['Crime', 'Drama', 'Horror', 'Western']"
Buffy the Vampire Slayer,Buffy the Vampire Slayer.jpg,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']"
Dope,Dope.jpg,"['Adventure', 'Comedy', 'Crime', 'Drama']"
In Too Deep,In Too Deep.jpg,"['Crime', 'Drama', 'Thriller']"
House of 1000 Corpses,House of 1000 Corpses.jpg,['Horror']
The House of the Dead,The House of the Dead.jpg,"['Comedy', 'Crime', 'Horror', 'Mystery', 'Thriller']"
A Serious Man,A Serious Man.jpg,"['Comedy', 'Drama']"
Get Low,Get Low.jpg,"['Drama', 'Mystery']"
Warlock,Warlock.jpg,"['Action', 'Fantasy', 'Horror', 'Thriller']"
Beyond the Lights,Beyond the Lights.jpg,"['Drama', 'Music', 'Romance']"
A Single Man,A Single Man.jpg,"['Crime', 'Drama', 'Romance', 'Thriller']"
The Last Temptation of Christ,The Last Temptation of Christ.jpg,['Drama']
Outside Providence,Outside Providence.jpg,"['Comedy', 'Drama', 'Romance']"
Bride & Prejudice,Bride & Prejudice.jpg,"['Comedy', 'Drama', 'Musical', 'Romance']"
Rabbit-Proof Fence,Rabbit-Proof Fence.jpg,"['Adventure', 'Biography', 'Drama']"
Who's Your Caddy?,Who's Your Caddy?.jpg,"['Comedy', 'Sport']"
Split Second,Split Second.jpg,"['Action', 'Crime', 'Horror', 'Sci-Fi', 'Thriller']"
Nikita,Nikita.jpg,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
The Other Side of Heaven,The Other Side of Heaven.jpg,"['Adventure', 'Biography', 'Drama']"
Dark Angel,Dark Angel.jpg,"['Action', 'Drama', 'Mystery', 'Sci-Fi']"
Veer Zaara,Veer Zaara.jpg,"['Drama', 'Family', 'Musical', 'Romance']"
Redbelt,Redbelt.jpg,"['Drama', 'Sport']"
Cyrus,Cyrus.jpg,"['Comedy', 'Drama', 'Romance']"
A Dog of Flanders,A Dog of Flanders.jpg,"['Family', 'Drama']"
Auto Focus,Auto Focus.jpg,"['Biography', 'Crime', 'Drama']"
Factory Girl,Factory Girl.jpg,"['Biography', 'Drama']"
We Need to Talk About Kevin,We Need to Talk About Kevin.jpg,"['Drama', 'Mystery', 'Thriller']"
The Christmas Candle,The Christmas Candle.jpg,"['Drama', 'Family']"
The Mighty Macs,The Mighty Macs.jpg,"['Drama', 'Sport']"
Losin' It,Losin' It.jpg,"['Comedy', 'Drama']"
Mother and Child,Mother and Child.jpg,"['Drama', 'Romance']"
March or Die,March or Die.jpg,"['Adventure', 'Drama', 'Romance', 'War']"
The Visitors,The Visitors.jpg,"['Comedy', 'Fantasy']"
Somewhere,Somewhere.jpg,"['Comedy', 'Drama', 'Romance']"
I Hope They Serve Beer in Hell,I Hope They Serve Beer in Hell.jpg,['Comedy']
Chairman of the Board,Chairman of the Board.jpg,['Comedy']
Hesher,Hesher.jpg,"['Comedy', 'Drama']"
Dom Hemingway,Dom Hemingway.jpg,"['Comedy', 'Crime', 'Drama']"
Gerry,Gerry.jpg,"['Adventure', 'Drama', 'Mystery']"
The Heart of Me,The Heart of Me.jpg,"['Drama', 'Romance']"
Freeheld,Freeheld.jpg,"['Biography', 'Drama', 'Romance']"
The Extra Man,The Extra Man.jpg,['Comedy']
Hard to Be a God,Hard to Be a God.jpg,"['Drama', 'Sci-Fi']"
Ca$h,Ca$h.jpg,"['Crime', 'Thriller']"
Wah-Wah,Wah-Wah.jpg,"['Comedy', 'Drama']"
The Boondock Saints,The Boondock Saints.jpg,"['Action', 'Crime', 'Thriller']"
Z Storm,Z Storm.jpg,"['Action', 'Crime']"
Twixt,Twixt.jpg,"['Comedy', 'Fantasy', 'Horror', 'Mystery']"
The Snow Queen,The Snow Queen.jpg,"['Animation', 'Adventure', 'Family']"
Pale Rider,Pale Rider.jpg,"['Drama', 'Western']"
Stargate: The Ark of Truth,Stargate: The Ark of Truth.jpg,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']"
Dazed and Confused,Dazed and Confused.jpg,['Comedy']
High School Musical 2,High School Musical 2.jpg,"['Comedy', 'Drama', 'Family', 'Music', 'Musical', 'Romance']"
Two Lovers and a Bear,Two Lovers and a Bear.jpg,"['Adventure', 'Drama', 'Romance']"
Criminal Activities,Criminal Activities.jpg,"['Crime', 'Drama', 'Thriller']"
Aimee & Jaguar,Aimee & Jaguar.jpg,"['Biography', 'Drama', 'Romance', 'War']"
The Chumscrubber,The Chumscrubber.jpg,"['Comedy', 'Drama']"
Shade,Shade.jpg,"['Crime', 'Thriller']"
House at the End of the Street,House at the End of the Street.jpg,"['Drama', 'Horror', 'Thriller']"
Incendies,Incendies.jpg,"['Drama', 'Mystery', 'War']"
"Remember Me, My Love","Remember Me, My Love.jpg","['Comedy', 'Romance', 'Drama']"
Perrier's Bounty,Perrier's Bounty.jpg,"['Action', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']"
Elite Squad,Elite Squad.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
Annabelle,Annabelle.jpg,"['Horror', 'Mystery', 'Thriller']"
Bran Nue Dae,Bran Nue Dae.jpg,"['Comedy', 'Drama', 'Musical']"
Boyz n the Hood,Boyz n the Hood.jpg,"['Crime', 'Drama']"
La Bamba,La Bamba.jpg,"['Biography', 'Drama', 'Music']"
The Four Seasons,The Four Seasons.jpg,"['Comedy', 'Drama']"
Dressed to Kill,Dressed to Kill.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Adventures of Huck Finn,The Adventures of Huck Finn.jpg,"['Adventure', 'Comedy', 'Drama', 'Family']"
Go,Go.jpg,"['Comedy', 'Crime']"
Friends with Money,Friends with Money.jpg,"['Comedy', 'Drama', 'Romance']"
The Andromeda Strain,The Andromeda Strain.jpg,"['Mystery', 'Sci-Fi', 'Thriller']"
Bats,Bats.jpg,"['Horror', 'Sci-Fi', 'Thriller']"
Nowhere in Africa,Nowhere in Africa.jpg,"['Biography', 'Drama', 'History']"
Shame,Shame.jpg,['Drama']
Layer Cake,Layer Cake.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
The Work and the Glory II: American Zion,The Work and the Glory II: American Zion.jpg,"['Drama', 'Western']"
The East,The East.jpg,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']"
A Home at the End of the World,A Home at the End of the World.jpg,"['Drama', 'Romance']"
The Messenger,The Messenger.jpg,"['Drama', 'Romance', 'War']"
Tracker,Tracker.jpg,"['Action', 'Adventure', 'Drama', 'Western']"
Control,Control.jpg,"['Biography', 'Drama', 'Music']"
The Terminator,The Terminator.jpg,"['Action', 'Adventure', 'Sci-Fi']"
Good Bye Lenin!,Good Bye Lenin!.jpg,"['Comedy', 'Drama', 'Romance']"
The Damned United,The Damned United.jpg,"['Biography', 'Drama', 'Sport']"
The Return of the Living Dead,The Return of the Living Dead.jpg,"['Comedy', 'Horror', 'Sci-Fi']"
Gomorrah,Gomorrah.jpg,"['Crime', 'Drama', 'Thriller']"
Mallrats,Mallrats.jpg,"['Comedy', 'Romance']"
Grease,Grease.jpg,"['Comedy', 'Musical', 'Romance']"
Platoon,Platoon.jpg,"['Drama', 'War']"
Fahrenheit 9/11,Fahrenheit 9_11.jpg,"['Documentary', 'Drama', 'War']"
Butch Cassidy and the Sundance Kid,Butch Cassidy and the Sundance Kid.jpg,"['Biography', 'Crime', 'Drama', 'Western']"
Mary Poppins,Mary Poppins.jpg,"['Comedy', 'Family', 'Fantasy', 'Musical']"
Ordinary People,Ordinary People.jpg,['Drama']
West Side Story,West Side Story.jpg,"['Crime', 'Drama', 'Musical', 'Romance']"
Caddyshack,Caddyshack.jpg,"['Comedy', 'Sport']"
The Brothers,The Brothers.jpg,"['Comedy', 'Drama', 'Romance']"
The Wood,The Wood.jpg,"['Comedy', 'Drama', 'Romance']"
The Usual Suspects,The Usual Suspects.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
A Nightmare on Elm Street: The Dream Child,A Nightmare on Elm Street: The Dream Child.jpg,"['Fantasy', 'Horror']"
National Lampoon's Van Wilder,National Lampoon's Van Wilder.jpg,"['Comedy', 'Romance']"
The Wrestler,The Wrestler.jpg,"['Drama', 'Sport']"
Duel in the Sun,Duel in the Sun.jpg,"['Drama', 'Romance', 'Western']"
Best in Show,Best in Show.jpg,['Comedy']
Escape from New York,Escape from New York.jpg,"['Action', 'Adventure', 'Sci-Fi']"
School Daze,School Daze.jpg,"['Comedy', 'Drama', 'Musical']"
Daddy Day Camp,Daddy Day Camp.jpg,"['Comedy', 'Family']"
Mr. Nice Guy,Mr. Nice Guy.jpg,"['Action', 'Adventure', 'Comedy', 'Crime']"
A Mighty Wind,A Mighty Wind.jpg,"['Comedy', 'Music']"
Mystic Pizza,Mystic Pizza.jpg,"['Comedy', 'Drama', 'Romance']"
War & Peace,War & Peace.jpg,"['Drama', 'History', 'Romance', 'War']"
Sliding Doors,Sliding Doors.jpg,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
Tales from the Hood,Tales from the Hood.jpg,"['Crime', 'Drama', 'Horror', 'Thriller']"
The Last King of Scotland,The Last King of Scotland.jpg,"['Biography', 'Drama', 'History', 'Thriller']"
Halloween 5: The Revenge of Michael Myers,Halloween 5: The Revenge of Michael Myers.jpg,"['Horror', 'Thriller']"
Bernie,Bernie.jpg,"['Biography', 'Comedy', 'Crime', 'Drama']"
Dolphins and Whales 3D: Tribes of the Ocean,Dolphins and Whales 3D: Tribes of the Ocean.jpg,"['Documentary', 'Short', 'Adventure']"
Pollock,Pollock.jpg,"['Biography', 'Drama']"
200 Cigarettes,200 Cigarettes.jpg,"['Comedy', 'Drama', 'Romance']"
The Words,The Words.jpg,"['Drama', 'Mystery', 'Romance', 'Thriller']"
Casa de mi Padre,Casa de mi Padre.jpg,"['Comedy', 'Western']"
City Island,City Island.jpg,"['Comedy', 'Drama']"
The Guard,The Guard.jpg,"['Comedy', 'Crime', 'Thriller']"
College,College.jpg,['Comedy']
The Virgin Suicides,The Virgin Suicides.jpg,"['Drama', 'Romance']"
Little Voice,Little Voice.jpg,"['Comedy', 'Drama', 'Music', 'Romance']"
Miss March,Miss March.jpg,"['Comedy', 'Romance']"
Wish I Was Here,Wish I Was Here.jpg,"['Comedy', 'Drama']"
Simply Irresistible,Simply Irresistible.jpg,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
Veronica Mars,Veronica Mars.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Hedwig and the Angry Inch,Hedwig and the Angry Inch.jpg,"['Comedy', 'Drama', 'Music', 'Musical']"
Only the Strong,Only the Strong.jpg,"['Action', 'Drama']"
Goddess of Love,Goddess of Love.jpg,"['Drama', 'Horror', 'Mystery', 'Thriller']"
Shattered Glass,Shattered Glass.jpg,"['Drama', 'History']"
Novocaine,Novocaine.jpg,"['Comedy', 'Crime', 'Drama', 'Thriller']"
The Business of Strangers,The Business of Strangers.jpg,"['Drama', 'Thriller']"
The Wild Bunch,The Wild Bunch.jpg,"['Action', 'Adventure', 'Drama', 'Western']"
The Wackness,The Wackness.jpg,"['Comedy', 'Drama', 'Romance']"
The Great Train Robbery,The Great Train Robbery.jpg,"['Adventure', 'Crime', 'Drama', 'Thriller']"
Morvern Callar,Morvern Callar.jpg,['Drama']
Beastmaster 2: Through the Portal of Time,Beastmaster 2: Through the Portal of Time.jpg,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
The 5th Quarter,The 5th Quarter.jpg,"['Biography', 'Drama', 'Sport']"
The Flower of Evil,The Flower of Evil.jpg,"['Drama', 'Thriller']"
The Greatest,The Greatest.jpg,"['Drama', 'Romance']"
Snow Flower and the Secret Fan,Snow Flower and the Secret Fan.jpg,"['Drama', 'History']"
Come Early Morning,Come Early Morning.jpg,"['Drama', 'Romance']"
Lucky Break,Lucky Break.jpg,"['Comedy', 'Crime', 'Romance']"
Julia,Julia.jpg,['Drama']
"Surfer, Dude","Surfer, Dude.jpg",['Comedy']
Lake of Fire,Lake of Fire.jpg,['Documentary']
11:14,11:14.jpg,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Men of War,Men of War.jpg,"['Action', 'Drama', 'Thriller']"
Don McKay,Don McKay.jpg,"['Drama', 'Mystery', 'Thriller']"
Deadfall,Deadfall.jpg,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
A Shine of Rainbows,A Shine of Rainbows.jpg,"['Drama', 'Family']"
The Hit List,The Hit List.jpg,"['Action', 'Thriller']"
Emma,Emma.jpg,"['Comedy', 'Drama', 'Romance']"
Videodrome,Videodrome.jpg,"['Horror', 'Sci-Fi', 'Thriller']"
The Spanish Apartment,The Spanish Apartment.jpg,"['Comedy', 'Drama', 'Romance']"
Song One,Song One.jpg,"['Drama', 'Music', 'Romance']"
Winter in Wartime,Winter in Wartime.jpg,"['Drama', 'History', 'War']"
Freaky Deaky,Freaky Deaky.jpg,"['Comedy', 'Crime', 'Thriller']"
The Train,The Train.jpg,"['Action', 'Thriller', 'War']"
Trade of Innocents,Trade of Innocents.jpg,"['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller']"
The Protector,The Protector.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
Stiff Upper Lips,Stiff Upper Lips.jpg,['Comedy']
The Inbetweeners,The Inbetweeners.jpg,['Comedy']
Bend It Like Beckham,Bend It Like Beckham.jpg,"['Comedy', 'Drama', 'Romance', 'Sport']"
Sunshine State,Sunshine State.jpg,"['Drama', 'Romance']"
Crossover,Crossover.jpg,"['Action', 'Sport']"
Khiladi 786,Khiladi 786.jpg,"['Action', 'Comedy', 'Romance']"
[Rec]²,[Rec]².jpg,"['Horror', 'Thriller']"
Standing Ovation,Standing Ovation.jpg,['Musical']
The Sting,The Sting.jpg,"['Comedy', 'Crime', 'Drama']"
Chariots of Fire,Chariots of Fire.jpg,"['Biography', 'Drama', 'Sport']"
Diary of a Mad Black Woman,Diary of a Mad Black Woman.jpg,"['Comedy', 'Drama', 'Romance']"
Shine,Shine.jpg,"['Biography', 'Drama', 'Music', 'Romance']"
Don Jon,Don Jon.jpg,"['Comedy', 'Drama', 'Romance']"
High Plains Drifter,High Plains Drifter.jpg,"['Drama', 'Mystery', 'Western']"
Ghost World,Ghost World.jpg,"['Comedy', 'Drama']"
Iris,Iris.jpg,"['Biography', 'Drama', 'Romance']"
Galaxina,Galaxina.jpg,"['Comedy', 'Sci-Fi']"
The Chorus,The Chorus.jpg,"['Drama', 'Music']"
Mambo Italiano,Mambo Italiano.jpg,"['Comedy', 'Drama', 'Romance']"
Wonderland,Wonderland.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Do the Right Thing,Do the Right Thing.jpg,"['Comedy', 'Drama']"
Harvard Man,Harvard Man.jpg,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']"
Le Havre,Le Havre.jpg,"['Comedy', 'Drama']"
Irreversible,Irreversible.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
R100,R100.jpg,"['Comedy', 'Drama']"
Rang De Basanti,Rang De Basanti.jpg,"['Comedy', 'Crime', 'Drama']"
Animals,Animals.jpg,"['Drama', 'Romance']"
Salvation Boulevard,Salvation Boulevard.jpg,"['Comedy', 'Crime', 'Drama', 'Thriller']"
The Ten,The Ten.jpg,"['Comedy', 'Romance']"
A Room for Romeo Brass,A Room for Romeo Brass.jpg,"['Comedy', 'Drama']"
Headhunters,Headhunters.jpg,"['Action', 'Crime', 'Thriller']"
Grabbers,Grabbers.jpg,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']"
Saint Ralph,Saint Ralph.jpg,"['Comedy', 'Drama', 'Sport']"
Miss Julie,Miss Julie.jpg,"['Drama', 'Romance']"
Somewhere in Time,Somewhere in Time.jpg,"['Drama', 'Fantasy', 'Romance']"
Dum Maaro Dum,Dum Maaro Dum.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
Insidious: Chapter 2,Insidious: Chapter 2.jpg,"['Horror', 'Mystery', 'Thriller']"
Saw II,Saw II.jpg,"['Horror', 'Mystery']"
10 Cloverfield Lane,10 Cloverfield Lane.jpg,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
Jackass: The Movie,Jackass: The Movie.jpg,"['Documentary', 'Action', 'Comedy']"
Lights Out,Lights Out.jpg,"['Horror', 'Mystery']"
Paranormal Activity 3,Paranormal Activity 3.jpg,"['Horror', 'Mystery', 'Thriller']"
Ouija,Ouija.jpg,"['Horror', 'Mystery', 'Thriller']"
A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 3: Dream Warriors.jpg,"['Fantasy', 'Horror']"
Instructions Not Included,Instructions Not Included.jpg,"['Comedy', 'Drama']"
Paranormal Activity 4,Paranormal Activity 4.jpg,"['Horror', 'Mystery']"
The Robe,The Robe.jpg,"['Drama', 'History', 'Romance']"
The Return of the Pink Panther,The Return of the Pink Panther.jpg,"['Comedy', 'Crime', 'Mystery']"
Freddy's Dead: The Final Nightmare,Freddy's Dead: The Final Nightmare.jpg,"['Fantasy', 'Horror']"
Monster,Monster.jpg,"['Biography', 'Crime', 'Drama', 'Thriller']"
"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea.jpg","['Adventure', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']"
Paranormal Activity: The Marked Ones,Paranormal Activity: The Marked Ones.jpg,"['Horror', 'Mystery']"
The Elephant Man,The Elephant Man.jpg,"['Biography', 'Drama']"
Dallas Buyers Club,Dallas Buyers Club.jpg,"['Biography', 'Drama']"
The Lazarus Effect,The Lazarus Effect.jpg,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
Memento,Memento.jpg,"['Mystery', 'Thriller']"
Oculus,Oculus.jpg,"['Horror', 'Mystery', 'Thriller']"
Clerks II,Clerks II.jpg,['Comedy']
Billy Elliot,Billy Elliot.jpg,"['Drama', 'Music']"
The Way Way Back,The Way Way Back.jpg,"['Comedy', 'Drama']"
House Party 2,House Party 2.jpg,"['Comedy', 'Drama', 'Music']"
The Man from Snowy River,The Man from Snowy River.jpg,"['Adventure', 'Drama', 'Romance', 'Western']"
Doug's 1st Movie,Doug's 1st Movie.jpg,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']"
The Apostle,The Apostle.jpg,['Drama']
Mommie Dearest,Mommie Dearest.jpg,"['Biography', 'Drama']"
Our Idiot Brother,Our Idiot Brother.jpg,"['Comedy', 'Drama']"
Race,Race.jpg,"['Biography', 'Drama', 'Sport']"
The Players Club,The Players Club.jpg,"['Comedy', 'Drama']"
"As Above, So Below","As Above, So Below.jpg","['Horror', 'Mystery', 'Thriller']"
Addicted,Addicted.jpg,"['Drama', 'Romance', 'Thriller']"
Eve's Bayou,Eve's Bayou.jpg,['Drama']
Still Alice,Still Alice.jpg,['Drama']
The Egyptian,The Egyptian.jpg,['Drama']
Nighthawks,Nighthawks.jpg,"['Action', 'Crime', 'Thriller']"
Friday the 13th Part VIII: Jason Takes Manhattan,Friday the 13th Part VIII: Jason Takes Manhattan.jpg,"['Adventure', 'Horror', 'Thriller']"
My Big Fat Greek Wedding,My Big Fat Greek Wedding.jpg,"['Comedy', 'Drama', 'Romance']"
Spring Breakers,Spring Breakers.jpg,"['Crime', 'Drama', 'Thriller']"
Halloween: The Curse of Michael Myers,Halloween: The Curse of Michael Myers.jpg,"['Horror', 'Thriller']"
And Your Mother Too,And Your Mother Too.jpg,['Drama']
Shaun of the Dead,Shaun of the Dead.jpg,"['Comedy', 'Horror']"
The Haunting of Molly Hartley,The Haunting of Molly Hartley.jpg,"['Drama', 'Horror', 'Thriller']"
Lone Star,Lone Star.jpg,"['Drama', 'Mystery', 'Western']"
Halloween 4: The Return of Michael Myers,Halloween 4: The Return of Michael Myers.jpg,"['Horror', 'Thriller']"
April Fool's Day,April Fool's Day.jpg,"['Horror', 'Mystery']"
Diner,Diner.jpg,"['Comedy', 'Drama']"
Lone Wolf McQuade,Lone Wolf McQuade.jpg,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Western']"
Apollo 18,Apollo 18.jpg,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
Sunshine Cleaning,Sunshine Cleaning.jpg,"['Comedy', 'Drama']"
No Escape,No Escape.jpg,"['Action', 'Thriller']"
The Beastmaster,The Beastmaster.jpg,"['Action', 'Adventure', 'Fantasy']"
Solomon and Sheba,Solomon and Sheba.jpg,"['Drama', 'History', 'Romance', 'War']"
Fifty Shades of Black,Fifty Shades of Black.jpg,['Comedy']
Not Easily Broken,Not Easily Broken.jpg,"['Drama', 'Romance']"
A Farewell to Arms,A Farewell to Arms.jpg,"['Drama', 'Romance', 'War']"
The Perfect Match,The Perfect Match.jpg,"['Comedy', 'Romance']"
Digimon: The Movie,Digimon: The Movie.jpg,"['Animation', 'Action', 'Adventure', 'Family', 'Sci-Fi']"
Saved!,Saved!.jpg,"['Comedy', 'Drama']"
The Barbarian Invasions,The Barbarian Invasions.jpg,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']"
Robin and Marian,Robin and Marian.jpg,"['Adventure', 'Drama', 'Romance']"
The Forsaken,The Forsaken.jpg,"['Action', 'Fantasy', 'Horror', 'Thriller']"
Force 10 from Navarone,Force 10 from Navarone.jpg,"['Action', 'Drama', 'War']"
UHF,UHF.jpg,"['Comedy', 'Sci-Fi']"
Grandma's Boy,Grandma's Boy.jpg,['Comedy']
Slums of Beverly Hills,Slums of Beverly Hills.jpg,"['Comedy', 'Drama']"
Once Upon a Time in the West,Once Upon a Time in the West.jpg,"['Drama', 'Western']"
Made,Made.jpg,"['Comedy', 'Crime', 'Drama']"
Moon,Moon.jpg,"['Drama', 'Mystery', 'Sci-Fi']"
Keeping Up with the Steins,Keeping Up with the Steins.jpg,['Comedy']
Sea Rex 3D: Journey to a Prehistoric World,Sea Rex 3D: Journey to a Prehistoric World.jpg,"['Documentary', 'Short', 'History']"
The Sweet Hereafter,The Sweet Hereafter.jpg,['Drama']
Of Gods and Men,Of Gods and Men.jpg,"['Drama', 'History']"
Bottle Shock,Bottle Shock.jpg,"['Comedy', 'Drama']"
Jekyll and Hyde... Together Again,Jekyll and Hyde... Together Again.jpg,"['Comedy', 'Music', 'Sci-Fi']"
Heavenly Creatures,Heavenly Creatures.jpg,"['Biography', 'Crime', 'Drama', 'Thriller']"
90 Minutes in Heaven,90 Minutes in Heaven.jpg,['Drama']
Everything Must Go,Everything Must Go.jpg,"['Comedy', 'Drama']"
Zero Effect,Zero Effect.jpg,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']"
The Machinist,The Machinist.jpg,"['Drama', 'Thriller']"
Light Sleeper,Light Sleeper.jpg,"['Crime', 'Drama']"
Kill the Messenger,Kill the Messenger.jpg,"['Biography', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Rabbit Hole,Rabbit Hole.jpg,['Drama']
Party Monster,Party Monster.jpg,"['Biography', 'Crime', 'Drama', 'Thriller']"
Green Room,Green Room.jpg,"['Crime', 'Drama', 'Horror', 'Music', 'Thriller']"
The Oh in Ohio,The Oh in Ohio.jpg,"['Comedy', 'Drama', 'Romance']"
Atlas Shrugged: Who Is John Galt?,Atlas Shrugged: Who Is John Galt?.jpg,"['Drama', 'Mystery', 'Sci-Fi']"
Bottle Rocket,Bottle Rocket.jpg,"['Comedy', 'Crime', 'Drama']"
Albino Alligator,Albino Alligator.jpg,"['Crime', 'Drama', 'Thriller']"
"Gandhi, My Father","Gandhi, My Father.jpg","['Biography', 'Drama', 'History']"
Standard Operating Procedure,Standard Operating Procedure.jpg,"['Documentary', 'Crime', 'War']"
Out of the Blue,Out of the Blue.jpg,['Drama']
Tucker and Dale vs Evil,Tucker and Dale vs Evil.jpg,"['Comedy', 'Horror']"
"Lovely, Still","Lovely, Still.jpg","['Drama', 'Romance']"
Tycoon,Tycoon.jpg,"['Adventure', 'Drama', 'Romance']"
